연번,소관명,세부사업명,본예산(백만원) 
1,강원도,FTA활용지원센터운영지원(국가직접지원),33 
2,강원도,창조경제혁신센터운영지원(국가직접지원),"2,355 "
3,강원도,소상공인창업및경영안정융자금이차보전추진,609 
4,강원도,안정적인물가관리,257 
5,강원도,유통업활성화추진,170 
6,강원도,재해소상공인이차보전추진,660 
7,강원도,전통시장시설현대화지원(전환),365 
8,강원도,전통시장안전관리지원,650 
9,강원도,특성화시장육성지원,"1,035 "
10,강원도,화재알림시설설치(국고),38 
11,강원도,관광사업체활성화지원,166 
12,강원도,강원경제선도중소기업발굴육성지원,234 
13,강원도,공예산업육성및브랜드화,91 
14,강원도,마케팅역량강화및제품경쟁력제고,524 
15,강원도,중소기업간네트워크구축및혁신활동지원,40 
16,강원도,중소기업경영활성화시책추진,"10,401 "
17,강원도,중소기업육성자금이차보전,"10,494 "
18,강원도,창업보육센터특성화육성,606 
19,강원도,특수목적지원자금운영,"32,000 "
20,강원도,축산물작업장위생설비개선지원,162 
21,강원도,강원바이오스타기업육성,150 
22,강원도,강원의료기기전시회개최지원,123 
23,강원도,마을기업육성,134 
24,강원도,마을기업육성(국고),455 
25,강원도,사회적경제육성기반구축,457 
26,강원도,사회적경제조직활성화추진,905 
27,강원도,사회적기업육성,113 
28,강원도,사회적기업육성(사업개발비-지역특화)(국고),360 
29,강원도,수산업가공산업육성(전환),47 
30,강원도,수산산업창업·투자지원사업,"1,500 "
31,강원도,식품위생업소시설개선융자사업,200 
32,강원도,유통식품및위생업소관리,"1,198 "
33,강원도,농식품산업기반구축,320 
34,강원도,강원도사회보험료지원,"16,448 "
35,강원도,생계형1인자영업자사회보험료지원,"2,480 "
36,강원도,취업촉진사업추진,"21,448 "
37,강원도,폐광지역이전기업등지원,"4,595 "
38,강원도,뿌리기술경쟁력강화지원,90 
39,강원도,스마트공장보급확산,703 
40,강원도,전략기반성장동력산업집중육성,"1,247 "
41,강원도,지역중소기업빅데이터활용지원사업,200 
42,강원도,스마트특성화기반구축(국가직접지원),600 
43,강원도,강원ICT신기술기업지원,110 
44,강원도,전자상거래활성화추진,"1,404 "
45,강원도,수출사업컨설팅지원,350 
46,강원도,해외규격인증획득지원,400 
47,강원도,지역산업마케팅지원(전환),"1,800 "
48,강원도,정규직일자리보조금지원사업,"1,000 "
49,강원도,청년일자리창업투자생태계조성사업(국고),"1,204 "
50,강원도,강원스타트업창업지원,"1,745 "
51,강원도,타시도이전기업보조금지원,"3,001 "
52,강원도,문화관광시장육성(국가직접지원),158 
53,강원도,청년몰조성사업(국가직접지원),234 
54,강원도,지역강소기업경쟁력강화사업,250 
55,강원도,마을기업컨설팅등지원(국고),520 
56,강원도,사회적경제혁신성장사업(국가직접지원),324 
57,강원도,전략기반성장동력산업집중육성(국가직접지원),"5,574 "
58,강원도,강원바이오유망기업육성,160 
59,강원도,강원소규모의료기기기업엑셀러레이팅지원,300 
60,강원도,공공구매활성화추진,239 
61,강원도,공예품대전운영,18 
62,강원도,품질경영활성화지원,29 
63,강원도,농수산식품수출경쟁력강화,"2,095 "
64,강원도,사회적기업육성(일자리창출)(국고),"5,398 "
65,강원도,사회적기업육성(사회보험료)(국고),358 
66,강원도,강원도정규직일자리취직지원,"49,700 "
67,경기도,동반성장사업추진(자체/직접),952 
68,경기도,경기도바이오기업R&DB종합지원(자체/직접),"1,475 "
69,경기도,경기도지역협력연구센터(GRRC)지원(자체/직접),"5,270 "
70,경기도,과학기술진흥지원,"2,495 "
71,경기도,기술개발사업(자체/직접),"5,000 "
72,경기도,기술닥터(자체/지원),"1,503 "
73,경기도,기술닥터(자체/직접),"1,080 "
74,경기도,소재·부품·장비산업자립화연구지원사업(자체/직접),"6,000 "
75,경기도,지식재산보호강화(자체/직접),850 
76,경기도,지식재산창출및창업지원(자체/직접),"2,300 "
77,경기도,테크노파크운영지원(자체/직접),"3,249 "
78,경기도,경기도차세대수소에너지실용화기술개발사업(자체/직접),"1,000 "
79,경기도,노동안전보건우수기업인증(자체/직접),175 
80,경기도,해외시장개척(자체/직접),700 
81,경기도,데이터산업육성지원(자체/직접),300 
82,경기도,반려동물산업창업지원(자체/직접),450 
83,경기도,3D프린팅기술지원(자체/직접),"1,560 "
84,경기도,VR/AR산업육성(자체/직접),"5,200 "
85,경기도,경기도로봇산업육성지원(자체/직접),610 
86,경기도,경기도형스마트공장구축지원(자체/직접),700 
87,경기도,드론산업육성지원(자체/직접),585 
88,경기도,뷰티산업육성지원(자체/직접),700 
89,경기도,여성창업지원(자체/직접),835 
90,경기도,북부중소기업수질개선지원사업(자체/지원),763 
91,경기도,중소기업청정연료전환사업(자체/지원),658 
92,경기도,경기도협동조합공유·협업모델지원(자체/직접),700 
93,경기도,공유기업발굴육성(자체/직접),600 
94,경기도,공정무역활성화지원(자체/직접),250 
95,경기도,마을기업육성(균특/직접),812 
96,경기도,사회적경제기업사업개발비지원(국비/지원),"3,233 "
97,경기도,사회적경제시장조성지원(자체/지원),100 
98,경기도,사회적경제조직공공수탁·이용지원(자체/직접),"1,000 "
99,경기도,사회적경제조직육성및지원,"4,650 "
100,경기도,물산업신기술실증화지원(자체/직접),350 
101,경기도,물산업해외마케팅지원및지방외교활성화(자체/직접),50 
102,경기도,1인소상공인고용보험료지원(자체/직접),690 
103,경기도,소상공인재창업지원(자체/직접),"1,000 "
104,경기도,경기취약소상공인자금지원(자체/직접),"2,500 "
105,경기도,소공인집적지구공동인프라구축및활성화(자체/지원),192 
106,경기도,푸드트럭활성화지원(자체/직접),90 
107,경기도,혁신소공인육성사업(자체/직접),600 
108,경기도,식품위생업소시설개선융자사업,"6,000 "
109,경기도,가족친화사회환경조성(자체/직접),160 
110,경기도,여성창업지원(자체/지원),63 
111,경기도,경기수출기업경쟁력강화(자체/직접),990 
112,경기도,경기우수상품해외전시회(해외G-FAIR)(자체/직접),"1,200 "
113,경기도,글로벌수출기업육성(자체/직접),600 
114,경기도,글로벌히트상품창출지원(자체/직접),"1,100 "
115,경기도,대한민국우수상품전시회(G-FAIRKOREA)(자체/직접),"1,200 "
116,경기도,수출기반강화(자체/직접),"1,330 "
117,경기도,온라인해외마케팅지원(자체/직접),900 
118,경기도,지역산업마케팅지원(전환)(자체/지원),427 
119,경기도,지역산업마케팅지원(전환)(자체/직접),350 
120,경기도,5060퇴직자일자리창출지원(자체/직접),570 
121,경기도,일자리우수기업인증및고용환경개선(자체/직접),796 
122,경기도,제조-서비스업융복합사업육성지원(자체/직접),270 
123,경기도,경기기술창업지원프로그램(자체/직접),"1,330 "
124,경기도,경기도대학생융합기술창업지원(자체/직접),580 
125,경기도,경기도창업플랫폼운영(자체/직접),330 
126,경기도,경기벤처창업지원센터운영지원(자체/직접),"1,700 "
127,경기도,기술이전창업지원(자체/직접),832 
128,경기도,스타트업랩운영지원(자체/직접),720 
129,경기도,시제품제작소설치운영(자체/직접),400 
130,경기도,재도전사업자지원(자체/직접),540 
131,경기도,지역맞춤형경제활성화(자체/직접),"1,500 "
132,경기도,창업보육센터운영지원(자체/직접),350 
133,경기도,경기도1인크리에이터사업(자체/직접),"1,350 "
134,경기도,고양경기문화창조허브운영(전환)(자체/직접),"1,000 "
135,경기도,광명경기문화창조허브운영,"1,000 "
136,경기도,북부경기문화창조허브운영(자체/직접),"1,800 "
137,경기도,판교경기문화창조허브운영(자체/직접),"1,500 "
138,경기도,글로벌기업과의상생협력을위한부품국산화지원사업(자체/직접),"1,370 "
139,경기도,글로벌비즈니스기업매칭사업(자체/직접),320 
140,경기도,가구기업제품개발및마케팅지원(자체/직접),770 
141,경기도,가구융복합디자인지원(자체/직접),172 
142,경기도,가구인증사업지원(자체/직접),150 
143,경기도,개성공단입주기업판로지원(자체/직접),150 
144,경기도,경기도중소기업해외유통망진출지원(자체/직접),"1,000 "
145,경기도,경기도청년기업판로지원사업(자체/직접),200 
146,경기도,경기신용보증재단출연금(자체/직접),"10,000 "
147,경기도,경기행복샵입점지원(자체/직접),500 
148,경기도,뿌리기업경쟁력강화지원(자체/지원),650 
149,경기도,섬유가구전시회참가지원(자체/직접),625 
150,경기도,섬유기업현장기술돌봄이지원(자체/지원),170 
151,경기도,섬유기업활성화지원(자체/직접),"1,085 "
152,경기도,섬유디자인패션사업(자체/직접),200 
153,경기도,섬유마케팅활성화지원(자체/직접),"1,800 "
154,경기도,섬유분야연구개발지원사업(자체/직접),750 
155,경기도,섬유종합지원센터운영지원(자체/지원),800 
156,경기도,소규모기업환경개선사업(자체/지원),"5,500 "
157,경기도,우수여성기업선정및지원(자체/직접),140 
158,경기도,우수중소기업증시상장지원(자체/직접),150 
159,경기도,유망중소기업선정및역량강화지원(자체/직접),600 
160,경기도,중소기업마케팅다양화지원(자체/직접),"2,000 "
161,경기도,중소기업온·오프라인판로지원(자체/직접),"2,100 "
162,경기도,중소기업운전자금지원,"223,300 "
163,경기도,중소기업제품디자인개발지원(자체/직접),730 
164,경기도,중소기업제품홈쇼핑방송지원(자체/직접),800 
165,경기도,중소기업협동조합활성화지원(자체/직접),270 
166,경기도,지방강소기업육성프로젝트(자체/직접),"2,500 "
167,경기도,창업및경쟁력강화자금지원,"232,000 "
168,경기도,코리아나라장터엑스포(자체/직접),186 
169,경기도,품질경영활동지원(자체/직접),250 
170,경기도,개성공단기업지원(자체/직접),200 
171,경기도,소규모사업장방지시설지원사업(국비/지원),"80,915 "
172,경기도,악취방지시설설치및개선사업(자체/지원),282 
173,경기도,사업장대기방지시설유지관리지원(자체/지원),590 
174,경기도,사회적경제환경기업지원,100 
175,경기도,유망환경기업지정및지원(자체/직접),200 
176,경기도,중소기업환경보전사업지원,"3,650 "
177,경기도,환경산업해외협력및공동마케팅(자체/직접),82 
178,경기도,게임산업육성(자체/직접),"2,000 "
179,경기도,FTA활용지원(자체/직접),770 
180,경기도,수출기업온라인전시회(자체/직접),450 
181,경기도,경기K-의료·바이오유망기업해외진출지원(자체/직접),400 
182,경기도,온라인수출상담화상서비스지원(자체/직접),130 
183,경기도,크라우드펀딩연계스타트업지원(자체/직접),"1,200 "
184,경기도,경기스타트업플랫폼연계형기술창업지원사업(자체/직접),300 
185,경기도,경기스타트업공정M&A지원(자체/직접),"1,000 "
186,경기도,사회적가치생산품홍보및판로지원(자체/직접),"1,140 "
187,경기도,사회적기업일자리창출지원(균특/지원),"11,345 "
188,경기도,국내·외천연물및합성물소재개발(자체/직접),"1,330 "
189,경상남도,승강기산업사업화기술지원사업,200 
190,경상남도,굴뚝자동측정기기설치운영관리비지원,294 
191,경상남도,농산물가공산업지원,320 
192,경상남도,수출농가(업체)지원(보조),515 
193,경상남도,경남문화콘텐츠산업기반구축및활성화,320 
194,경상남도,공예조합육성,152 
195,경상남도,공예품개발지원,10 
196,경상남도,마을기업육성(지원),436 
197,경상남도,사회보험료지원사업,444 
198,경상남도,사회적기업시설장비지원사업,80 
199,경상남도,사회적기업육성(일자리창출),"4,969 "
200,경상남도,사업개발비공모사업(지원),899 
201,경상남도,사업개발비지역특화사업(직접),298 
202,경상남도,협동조합활성화지원,50 
203,경상남도,스마트공장보급확산,"10,050 "
204,경상남도,지역SW기업성장지원,288 
205,경상남도,1시장1특화육성사업,250 
206,경상남도,1인자영업자고용보험가입지원,290 
207,경상남도,소상공인온라인입점지원,200 
208,경상남도,경남신용보증재단기본재산출연,"3,000 "
209,경상남도,소상공인골목상권활력사업,300 
210,경상남도,소상공인소규모경영환경개선지원,"1,600 "
211,경상남도,소상공인신용보증수수료지원,334 
212,경상남도,소상공인정책자금이차보전지원,"3,000 "
213,경상남도,소상공인창업성공사다리지원,50 
214,경상남도,소상공인협업화지원,100 
215,경상남도,전통시장시설현대화지원(전환),"3,242 "
216,경상남도,전통시장화재공제지원,90 
217,경상남도,특화전통시장육성지원,365 
218,경상남도,시설개선융자,500 
219,경상남도,경남수소산업기업지원사업,200 
220,경상남도,전자빔을이용한나노제품고급화지원사업,200 
221,경상남도,중소기업R&D사업화지원센터지원사업,500 
222,경상남도,중소기업기술고도화사업,120 
223,경상남도,지역맞춤형기초원천기술사업화지원사업,200 
224,경상남도,지역주력산업의세라믹융복합첨단화사업,200 
225,경상남도,품질경영지원사업,40 
226,경상남도,신재생에너지기술선도유망기업지원,200 
227,경상남도,원전산업경쟁력강화지원,155 
228,경상남도,원전해체기술개발지원사업,300 
229,경상남도,중소기업에너지진단·개선지원사업,300 
230,경상남도,경남스타트업청년채용연계사업,"4,172 "
231,경상남도,경남중소기업청년활력사업,"3,211 "
232,경상남도,경남형트랙사업활성화지원,510 
233,경상남도,고용우수기업인증제추진,212 
234,경상남도,채용박람회개최및지원,80 
235,경상남도,경남항공산업지원단운영,200 
236,경상남도,연구개발장비공동활용지원,200 
237,경상남도,제조로봇적용뿌리산업공정개발지원(국가직접지원),"1,000 "
238,경상남도,조선해양기자재친환경스마트화기술지원,270 
239,경상남도,조선해양플랜트기자재성능시험인증비용지원,150 
240,경상남도,지역산업마케팅지원(벤더등록)(전환),400 
241,경상남도,해양조선산업대-중소기업동반성장기업지원,200 
242,경상남도,해양플랜트복합소재및위험감지·예방시스템개발,200 
243,경상남도,경남중소·벤처기업판로지원사업,80 
244,경상남도,경남창업투자펀드조성,"1,000 "
245,경상남도,경남형스타트업액셀러레이팅,400 
246,경상남도,경남형재창업지원사업,200 
247,경상남도,기업인단체교류협력사업,10 
248,경상남도,소규모기업환경개선사업,730 
249,경상남도,여성기업활동촉진사업,80 
250,경상남도,중소기업녹색인증컨설팅지원사업,30 
251,경상남도,중소기업디자인개발지원사업,90 
252,경상남도,중소기업육성자금이차보전금지원,"19,000 "
253,경상남도,중소기업제품TV홈쇼핑입점지원사업,75 
254,경상남도,중소기업제품공공구매확대,10 
255,경상남도,지역산업맞춤형일자리창출지원사업(공모),"3,180 "
256,경상남도,"지역주도형청년일자리사업
-경남스타트업아이디어고도화지원사업
-경남청년산업디자이너육성프로젝트","1,182 "
257,경상남도,창업기업신규고용인력보조금지원,300 
258,경상남도,크라우드펀딩지원사업,100 
259,경상남도,팁스프로그램운영지원,300 
260,경상남도,경남산품판로개척,300 
261,경상남도,기업수출역량제고,897 
262,경상남도,기업투자촉진보조,438 
263,경상남도,부지매입비융자지원,"5,112 "
264,경상남도,지방투자촉진,"4,639 "
265,경상남도,지역산업마케팅지원(아시아마케팅)(전환),200 
266,경상남도,지역산업마케팅지원(해외마케팅)(전환),"1,100 "
267,경상남도,중소기업수출역량강화지원,565 
268,경상남도,의료기기업종전환취업연계게이트웨이사업,330 
269,경상남도,항노화바이오미래선도기술산업화지원사업,250 
270,경상남도,항노화바이오천연물소재응용기술개발사업,250 
271,경상남도,경남추천상품(QC)수산물활성화지원,33 
272,경상남도,수산물가공공장스마트화지원,177 
273,경상남도,수산물브랜드및수출상품화지원사업,70 
274,경상남도,수산박람회참가지원,18 
275,경상남도,수출주력품종시장개척,18 
276,경상남도,수출주력품종육성지원,141 
277,경상남도,사회적경제혁신성장사업(국가직접지원),324 
278,경상남도,지역SW서비스사업화지원(국가직접지원),50 
279,경상남도,지역SW품질역량강화사업(국가직접지원),31 
280,경상남도,지역특화산업육성기업지원사업(국가직접지원),633 
281,경상남도,전통시장인식개선사업(국가직접지원),25 
282,경상남도,경남국방벤처센터운영,300 
283,경상남도,스마트공장용중소기업보급형로봇개발지원(국가직접지원),720 
284,경상남도,주력산업(지능형기계)육성지원(국가직접지원),628 
285,경상남도,혁신도시공공기관연계육성사업(국가직접지원),472 
286,경상남도,경남창조경제혁신센터운영지원(국가직접지원),"1,850 "
287,경상남도,경상남도창업보육센터운영,100 
288,경상남도,글로벌강소기업육성사업,600 
289,경상남도,중장년기술창업센터운영지원,60 
290,경상남도,지역스타기업육성및산업기술단지Post-BI특화지원사업(국가직접지원),"2,292 "
291,경상남도,지역지식재산창출지원(국가직접지원),"1,140 "
292,경상남도,창업도약패키지지원사업(국가직접지원),400 
293,경상남도,창업보육센터운영·지원(국가직접지원),500 
294,경상남도,초기창업패키지지원사업(국가직접지원),210 
295,경상남도,FTA활용지원(국가직접지원),150 
296,경상남도,진주뿌리기술지원센터애로기술지원사업,120 
297,경상남도,주력산업(나노융합부품)육성지원(국가직접지원),750 
298,경상남도,R&D센터활성화정책자금지원,400 
299,경상남도,경남청년장인프로젝트,"4,026 "
300,경상남도,경남상생공제사업,"2,526 "
301,경상남도,사회적경제기금운용,"2,410 "
302,경상남도,서비스로봇산업육성지원,200 
303,경상남도,경남수출새싹기업지원(국가직접지원),86 
304,경상남도,의료기기·의료용품기술개발및사업화지원,140 
305,경상남도,경남디자인주도제조혁신지원사업(국가직접지원),"1,000 "
306,경상남도,비대면영상디자인제작지원사업,200 
307,경상남도,로컬디자이너역량강화지원사업,100 
308,경상남도,동남권뉴딜혁신창업지원펀드조성,500 
309,경상남도,창업투자유치역량강화지원사업,100 
310,경상남도,투자연계형사업화지원사업,200 
311,경상남도,경남창업지원플랫폼운영지원,10 
312,경상남도,중소기업매출채권보험료지원,500 
313,경상남도,소상공인스마트상권조성지원,380 
314,경상남도,소상공인희망드림패키지사업,"1,520 "
315,경상남도,경남청년친화기업선정지원,700 
316,경상북도,4차산업혁명핵심기술개발사업,"1,200 "
317,경상북도,지역SW산업성장지원,199 
318,경상북도,경북행복경제산학연혁신플랫폼지원사업,230 
319,경상북도,지능로봇산업육성지원,280 
320,경상북도,지역연구마을등유망벤처기업청년인재매칭사업,36 
321,경상북도,농식품가공산업육성,490 
322,경상북도,농식품가공업체수출경쟁력제고,33 
323,경상북도,농식품대외경쟁력확보,70 
324,경상북도,수출기업발굴및육성,23 
325,경상북도,6차산업경영체활성화지원,568 
326,경상북도,공공기관연관산업기업유치및지원사업,180 
327,경상북도,물산업해외마케팅지원,245 
328,경상북도,문화콘텐츠발굴육성,616 
329,경상북도,문화상품개발육성,780 
330,경상북도,전통시장5일장육성사업,676 
331,경상북도,전통시장시설현대화사업지원(전환사업),"4,256 "
332,경상북도,전통시장화재안전지원,271 
333,경상북도,전통시장활력화지원,98 
334,경상북도,전통시장활성화추진,761 
335,경상북도,글로벌코스메틱활성화지원사업,"1,222 "
336,경상북도,신약개발프로젝트추진,200 
337,경상북도,전자의료기기부품소재산업육성지원,200 
338,경상북도,차세대그린백신상용화실증지원사업,200 
339,경상북도,마을기업육성사업,783 
340,경상북도,마을기업육성사업(교육컨설팅지원),556 
341,경상북도,사회적경제육성,"1,685 "
342,경상북도,사회적기업등일자리창출사업,"10,442 "
343,경상북도,사회적기업사업개발비지원사업,"1,534 "
344,경상북도,사회적기업사회보험료지원사업,624 
345,경상북도,경북동해안철강벨트경쟁력강화사업,200 
346,경상북도,산업기술국제협력네트워킹프로그램,300 
347,경상북도,섬유수출상담회개최지원,100 
348,경상북도,자동차부품산업경쟁력강화지원,400 
349,경상북도,전략산업선도기업육성사업,975 
350,경상북도,위생시설개선자금융자사업,"2,000 "
351,경상북도,무역아카데미운영,30 
352,경상북도,수출지원정책강화추진,"1,413 "
353,경상북도,중소기업수출지원사업,650 
354,경상북도,지역경제활성화추진,64 
355,경상북도,지역산업마케팅,"4,000 "
356,경상북도,해외상설전시판매장운영,150 
357,경상북도,창업활성화를통한일자리창출,"2,829 "
358,경상북도,착한가격업소지원,160 
359,경상북도,경북PRIDE기업글로벌마케팅지원,900 
360,경상북도,경북신용보증재단기본재산조성,"40,000 "
361,경상북도,경상북도디자인산업육성,452 
362,경상북도,경상북도향토뿌리기업육성,154 
363,경상북도,벤처기업경쟁력강화,710 
364,경상북도,벤처기업인프라지원,140 
365,경상북도,벤처기업자금지원,"2,100 "
366,경상북도,벤처창업붐조성,415 
367,경상북도,소상공인육성자금지원업체이차보전,"2,000 "
368,경상북도,운전자금이차보전지원사업,"27,900 "
369,경상북도,중소기업공동브랜드홍보및판로개척,"4,200 "
370,경상북도,중소기업공제사업기금이차보전,45 
371,경상북도,중소기업기술지원사업,"1,044 "
372,경상북도,중소기업역량강화지원,117 
373,경상북도,중소기업청년일자리지원사업,"9,363 "
374,경상북도,창업및경쟁력강화사업,"1,600 "
375,경상북도,품질경영분임조활성화지원,51 
376,경상북도,고졸청년희망사다리사업,"1,672 "
377,경상북도,도시청년지역상생고용사업,320 
378,경상북도,중소기업정규직프로젝트,960 
379,경상북도,창업기업일자리사업,"2,438 "
380,경상북도,청년고용분위기조성,901 
381,경상북도,청년기업일자리사업,"1,064 "
382,경상북도,지방투자촉진보조금지원사업,"7,535 "
383,경상북도,수산물산지가공시설,780 
384,경상북도,수산박람회참가경비지원,30 
385,경상북도,수산산업창업투자지원,"1,500 "
386,경상북도,굴뚝원격감시체계구축,159 
387,경상북도,소규모영세사업장방지시설지원,"16,120 "
388,경상북도,화학물질취급사업장시설개선사업지원,150 
389,경상북도,경북지역기반게임산업육성사업(국가직접),420 
390,경상북도,IT여성취창업지원사업(국가직접),50 
391,경상북도,지역SW품질역량강화사업(국가직접),75 
392,경상북도,대경공동기술지주회사창업기업지원(국가직접),375 
393,경상북도,스마트공장보급지원(국가직접),"3,300 "
394,경상북도,전통시장우수상품전시회(국가직접),100 
395,경상북도,전통시장장보기배송서비스지원(국가직접),16 
396,경상북도,특성화시장육성사업(국가직접),293 
397,경상북도,사회적경제혁신성장(국가직접),324 
398,경상북도,기술거래촉진네트워크사업(국가직접),200 
399,경상북도,지역지식재산창출지원사업(국가직접),"2,240 "
400,경상북도,지역특화산업육성사업(국가직접),"7,971 "
401,경상북도,글로벌강소기업경쟁력강화사업(국가직접),400 
402,경상북도,1인창조기업지원센터(국가직접),50 
403,경상북도,소상공인지원사업,"1,952 "
404,경상북도,1인문화콘텐츠창조기업지원사업(국가직접),30 
405,경상북도,미래지능형자동차부품산업청년인재지원사업,387 
406,경상북도,경북청년강소기업포스트코로나일자리이음프로젝트,"3,734 "
407,경상북도,포스트코로나대응형경북미래주력산업청년일자리지원사업,"5,660 "
408,경상북도,경북형스마트뉴딜전략산업및청년인재뱅크상생지원사업,"5,608 "
409,경상북도,경북형비대면일자리창출지원사업,"1,112 "
410,경상북도,경북청년연구기술인재일자리창출사업,"2,936 "
411,경상북도,언택트산업분야청년일자리지원사업,"2,893 "
412,경상북도,여성경제인대회개최지원,18 
413,경상북도,여성기업마케팅사업지원,25 
414,광주광역시,강소기업육성,"1,705 "
415,광주광역시,구조고도화자금지원,"49,918 "
416,광주광역시,기업활동촉진지원,232 
417,광주광역시,인쇄출판산업체역량강화지원(국가직접지원),303 
418,광주광역시,무역인육성및통상진흥지원,150 
419,광주광역시,벤처기업육성자금지원,182 
420,광주광역시,수출진흥자금지원,"3,331 "
421,광주광역시,스마트공장지원,"2,000 "
422,광주광역시,여성기업생산품판로확대,50 
423,광주광역시,중소기업경영안정사업자금지원,"7,103 "
424,광주광역시,중소기업공제사업기금지원,150 
425,광주광역시,중소기업지원기관운영,"1,627 "
426,광주광역시,중소기업품질및기술력향상지원,541 
427,광주광역시,중소유통구조개선자금지원,"4,809 "
428,광주광역시,지역산업마케팅지원(전환사업),"1,076 "
429,광주광역시,지역신용보증재단기본재산출연,"6,000 "
430,광주광역시,창업생태계조성,"2,777 "
431,광주광역시,공예인력양성및스타공예상품개발(전환사업),400 
432,광주광역시,공예품상품화개발및마케팅지원(전환사업),210 
433,광주광역시,문화콘텐츠기획창작스튜디오운영지원,"1,800 "
434,광주광역시,수제공방육성지원(전환산업),760 
435,광주광역시,스마트모바일앱개발지원,325 
436,광주광역시,투자진흥지구지원시설운영,"2,405 "
437,광주광역시,고령친화산업기반조성,850 
438,광주광역시,광융합산업육성지원및홍보,"1,633 "
439,광주광역시,글로벌광융합비즈니스경쟁력강화지원(전환사업),"1,100 "
440,광주광역시,산업화디자인프로젝트(전환사업),"1,000 "
441,광주광역시,의료산업기반조성,92 
442,광주광역시,골목상권살리기지원,"2,657 "
443,광주광역시,광주프랜차이즈산업육성,80 
444,광주광역시,소상공인지원,"6,066 "
445,광주광역시,전통시장TV홍보방송지원,133 
446,광주광역시,전통시장시설현대화지원(지원)(전환사업),"1,971 "
447,광주광역시,자활사업지원,200 
448,광주광역시,농식품수출물류비지원,10 
449,광주광역시,지역산업마케팅지원(광주미래식품전)(전환사업),216 
450,광주광역시,지역산업마케팅지원(우수농식품마케팅지원)(전환사업),298 
451,광주광역시,지자체해외공동마케팅지원,32 
452,광주광역시,지역소프트웨어산업진흥지원,880 
453,광주광역시,식품진흥기금융자,300 
454,광주광역시,우수숙박시설지원·육성,25 
455,광주광역시,음식점서비스개선,10 
456,광주광역시,가족친화인증추진,104 
457,광주광역시,지역고객센터활성화지원,283 
458,광주광역시,광주형일자리기업발굴및육성지원,500 
459,광주광역시,마을기업육성(보조),260 
460,광주광역시,마을기업육성(지원)(보조),391 
461,광주광역시,사회적기업사업개발지원(보조),"1,381 "
462,광주광역시,사회적기업사회보험료지원(보조),483 
463,광주광역시,사회적기업육성(보조),212 
464,광주광역시,"사회적기업육성(일자리창출,생활)(보조)","5,445 "
465,광주광역시,사회협약광주형일자리,123 
466,광주광역시,예비사회적기업인큐베이팅지원,60 
467,광주광역시,청년창업청년취업winwin프로젝트,"1,811 "
468,광주광역시,경형SUV부품사업화지원(보조),"1,500 "
469,광주광역시,국제뿌리산업전시회(전환산업),264 
470,광주광역시,빛고을로봇박람회및경진대회(전환사업),264 
