연번,소관명,세부사업명,본예산(백만원) 
926,울산광역시,사회적기업사업개발비(공모),681 
927,울산광역시,사회적기업사업개발비(지역특화),446 
928,울산광역시,마을기업육성,398 
929,울산광역시,중소기업육성시책추진,"2,382 "
930,울산광역시,벤처기업육성지원,212 
931,울산광역시,소상공인지원,987 
932,울산광역시,전통시장시설현대화사업(전환사업),"2,090 "
933,울산광역시,전통시장육성,578 
934,울산광역시,지역SW성장지원,363 
935,울산광역시,전문경력인사기술지원,100 
936,울산광역시,스마트공장보급확산지원(국가직접지원),800 
937,울산광역시,지역투자촉진,"8,768 "
938,울산광역시,투자환경개선,900 
939,울산광역시,공공기관연관산업기업유치등지원사업,100 
940,울산광역시,굴뚝자동측정기기설치·운영관리비지원,210 
941,울산광역시,취업지원,731 
942,인천광역시,굴뚝자동측정기기설치·운영관리비지원,100 
943,인천광역시,소규모영세사업장방지시설지원(지원),"6,918 "
944,인천광역시,소규모영세사업장방지시설지원(직접),"15,000 "
945,인천광역시,악취배출사업장관리강화,47 
946,인천광역시,악취방지시설개선지원및운영(남동구),"2,575 "
947,인천광역시,중소기업환경개선을위한이자지원,22 
948,인천광역시,문화산업진흥지구육성,800 
949,인천광역시,XR콘텐츠산업육성,"1,170 "
950,인천광역시,실감형콘텐츠체험공간조성(전환-직접)(전환사업),900 
951,인천광역시,4차산업혁명핵심기술기반센터구축·운영,698 
952,인천광역시,SW융합클러스터2.0,"1,500 "
953,인천광역시,글로벌스타트업캠퍼스운영,"2,197 "
954,인천광역시,로봇산업육성,"1,800 "
955,인천광역시,뷰티도시조성,"1,200 "
956,인천광역시,연구개발(R&D)활성화,"1,600 "
957,인천광역시,인천BIO산업지원,"2,390 "
958,인천광역시,자동차부품산업육성지원,700 
959,인천광역시,지역SW산업진흥지원,"1,500 "
960,인천광역시,마을기업육성(지원),443 
961,인천광역시,마을기업육성(직접),343 
962,인천광역시,사회적경제생태기반조성,"1,175 "
963,인천광역시,사회적기업사업개발비(공모),"1,256 "
964,인천광역시,사회적기업육성,86 
965,인천광역시,사회적기업육성(사회보험료),595 
966,인천광역시,사회적기업일자리창출비지원,"5,090 "
967,인천광역시,사회적기업지역특화사업(지원),184 
968,인천광역시,사회적기업지역특화사업(직접),132 
969,인천광역시,협동조합활성화사업,94 
970,인천광역시,산업기술기반조성사업(산업진흥과),"3,740 "
971,인천광역시,수출인프라확충및해외마케팅지원,"1,402 "
972,인천광역시,스마트공장확산사업,"2,500 "
973,인천광역시,우수기업육성및지원,86 
974,인천광역시,중국마케팅전담지원,"1,000 "
975,인천광역시,중소기업경영안정자금지원,403 
976,인천광역시,중소기업기술교류,200 
977,인천광역시,중소기업기술및경영지원,"2,548 "
978,인천광역시,중소기업지원및육성,"55,566 "
979,인천광역시,지역산업마케팅지원(전환-직접)(전환사업),"1,670 "
980,인천광역시,지역특성화산업육성(중소기업디자인개발지원),"2,229 "
981,인천광역시,품질우수제품지원및품질분임조경진대회,135 
982,인천광역시,"소상공인경영안정지원
(소상공인정책자금지원,노란우산가입장려금,소상공인시장진흥자금융자지원)","22,287 "
983,인천광역시,"전통시장활성화
(전국우수시장박람회참가지원외4개사업)",755 
984,인천광역시,식품진흥기금의효율적운용관리,312 
985,인천광역시,"지역주도형청년일자리지원사업(직접)
(창업기업,지역성장도약기업)","5,655 "
986,인천광역시,창업보육지원,"1,290 "
987,인천광역시,창조경제혁신센터운영지원,"1,200 "
988,인천광역시,청년정책추진및일자리지원,"4,893 "
989,인천광역시,FTA활용지원(국가직접지원),110 
990,인천광역시,글로벌강소기업육성사업지원(국가직접지원),540 
991,인천광역시,산학연협력기술개발사업(국가직접지원),"1,500 "
992,인천광역시,지역맞춤형일자리창출사업,"1,340 "
993,인천광역시,산업기술기반조성사업(미래산업과),429 
994,인천광역시,악취방지시설개선지원및운영(서북부),"2,536 "
995,전라남도,관광진흥기금운영,"10,000 "
996,전라남도,전남신용보증재단보증지원,"3,000 "
997,전라남도,중소기업금융지원,"6,322 "
998,전라남도,중소기업금융지원(기금),"70,000 "
999,전라남도,튜닝부품선도기업맞춤형지원사업(전환)(전환사업),"1,120 "
1000,전라남도,기업부설연구소연구개발역량강화사업,200 
1001,전라남도,지역수요맞춤형연구개발사업(전환),"4,000 "
1002,전라남도,전남형강소기업육성사업(전환),"1,001 "
1003,전라남도,품질경진대회개최및참가지원,53 
1004,전라남도,뿌리산업선도기업육성3단계(전환)(전환사업),"3,700 "
1005,전라남도,전남농공단지기업맞춤형특화지원사업,"1,000 "
1006,전라남도,조선산업클러스터구축,459 
1007,전라남도,산학연연계농공단지입주기업연구개발(전환)(전환사업),"1,000 "
1008,전라남도,FTA활용지원및대응(국가직접지원사업),78 
1009,전라남도,지역SW품질역량센터운영지원(국가직접지원),56 
1010,전라남도,지식재산(IP)기업육성지원사업(국가직접지원),"1,482 "
1011,전라남도,"사회적기업육성(일자리창출,생활)","7,516 "
1012,전라남도,청년근속장려금지원,"1,003 "
1013,전라남도,중국지역산업마케팅지원(전환),470 
1014,전라남도,지역산업마케팅지원(전환),"3,020 "
1015,전라남도,통상애로해소및수출기반조성,74 
1016,전라남도,수산물수출기업지원(프로젝트형수산수출기업육성),201 
1017,전라남도,지역특화산업수출새싹기업지원(국가직접지원),86 
1018,전라남도,글로벌강소기업육성사업(국가직접사업),560 
1019,전라남도,전통시장및상점가디자인개발지원사업(전환),600 
1020,전라남도,전통시장활성화,227 
1021,전라남도,중소기업판로지원,235 
1022,전라남도,우수전통시장전시판매전개최(국가직접지원),50 
1023,전라남도,전통공예품해외역직구창업지원,200 
1024,전라남도,전남형예비마을기업육성,163 
1025,전라남도,해양수산창업투자지원센터운영,"1,500 "
1026,전라남도,Post-BI종합지원사업(국가직접지원),43 
1027,전라남도,공예문화산업육성,136 
1028,전라남도,지역상품브랜드디자인개발(전환),"1,000 "
1029,전라남도,마을기업경영컨설팅및판로지원,685 
1030,전라남도,사회적경제가치저변확대,86 
1031,전라남도,사회적경제성장지원,869 
1032,전라남도,사회적기업육성(사업개발비),840 
1033,전라남도,정부출연연구기관협력사업,100 
1034,전라남도,전남중소기업연구개발혁신성장플랫폼구축운영,250 
1035,전라남도,지역SW기업성장지원사업,537 
1036,전라남도,소상공인보호및경쟁력강화,517 
1037,전라남도,전남자영업종합지원센터지원,500 
1038,전라남도,전라남도중소기업진흥원지원,874 
1039,전라남도,전통시장및중소유통물류기반조성사업(전통시장시설현대화)(전환)(전환사업),"7,250 "
1040,전라남도,전통시장화재공제가입지원,100 
1041,전라남도,중소기업융합및인증사업지원,106 
1042,전라남도,혁신성장을위한스마트공장보급확대,"2,402 "
1043,전라남도,도내투자기업보조금지원,"5,710 "
1044,전라남도,지방투자촉진보조금,"15,000 "
1045,전라남도,스타기업육성사업(국가직접지원),"1,238 "
1046,전라남도,유기가공식품인프라구축,27 
1047,전라남도,에너지신사업연구개발및사업화지원사업,"1,500 "
1048,전라남도,여성소기업마케팅지원사업,100 
1049,전라남도,중소기업육성활성화,34 
1050,전라남도,대학창업보육센터지원,126 
1051,전라남도,순천대초기창업패키지운영지원(국가직접지원),150 
1052,전라남도,굴뚝자동측정기기설치및유지관리지원,179 
1053,전라남도,1인창조기업지원센터지원(국가직접지원),50 
1054,전라남도,창조경제혁신센터운영(국가직접지원),"1,500 "
1055,전라남도,미래형전기차핵심부품기술개발사업(국가직접지원),"3,300 "
1056,전라남도,미래형자동차튜닝부품기술개발사업(국가직접지원),700 
1057,전라남도,수산물지자체연계마케팅,344 
1058,전라남도,천일염수출활성화지원,50 
1059,전라남도,도해외상설판매장활용시군연계판촉행사,240 
1060,전라남도,아마존전라남도브랜드관운영(전환),620 
1061,전라남도,바우처지원사업(국가직접지원),"1,658 "
1062,전라남도,사회적기업육성(사회보험료지원),211 
1063,전라남도,수산식품수출통합마케팅,50 
1064,전라북도,자영업자금융비용부담경감특례보증,"2,000 "
1065,전라북도,소상공인지원자금이차보전,"7,162 "
1066,전라북도,성공창업지원,800 
1067,전라북도,기타지역특성화산업육성(혁신성장R&D+사업)(균특이양),"5,000 "
1068,전라북도,기업부설연구소활성화지원,100 
1069,전라북도,중소기업산업기술정보이용지원,68 
1070,전라북도,기타지역특성화산업육성(중소기업기술융합활성화사업)(균특이양),400 
1071,전라북도,창의적중소기업품질혁신공정개선,70 
1072,전라북도,기술거래및사업화촉진활성화사업(국가직접지원),260 
1073,전라북도,기타지역특성화산업육성(R&D기술사업화지원사업)(균특이양),"1,800 "
1074,전라북도,기타지역특성화산업육성(탄소복합재공정장비활용중소기업사업화지원)(균특이양),500 
1075,전라북도,나노융합기반고도화사업(국가직접지원),100 
1076,전라북도,3D프린팅융복합기술지원사업,280 
1077,전라북도,특장차산업활성화및산업생태계모델구축,500 
1078,전라북도,기타지역특성화산업육성(융복합SW강소기업육성)(균특이양),"1,200 "
1079,전라북도,제조기반기술R&D혁신지원사업(균특이양),900 
1080,전라북도,전북형미래혁신식품기술개발지원,135 
1081,전라북도,벤처기업육성사업지원,300 
1082,전라북도,스타기업혁신성장지원사업(국가직접),"1,636 "
1083,전라북도,전북시제품제작소운영지원,350 
1084,전라북도,ICT기업맞춤형전문인력양성사업,126 
1085,전라북도,취업보장형고교·전문대통합교육육성사업(국가직접),40 
1086,전라북도,맞춤형기술인력교육지원사업,338 
1087,전라북도,중소기업맞춤형전문인력지원사업,194 
1088,전라북도,전북일자리종합센터운영,624 
1089,전라북도,청년취업지원,"1,197 "
1090,전라북도,일자리창출사업(사회적기업),"5,655 "
1091,전라북도,식품산업전문인력양성사업(균특이양),600 
1092,전라북도,지역산업마케팅지원(균특이양),"2,800 "
1093,전라북도,세계로가는전북기업육성(균특이양),500 
1094,전라북도,수출새싹기업지원사업(국가직접),86 
1095,전라북도,전라북도해외통상거점센터구축,600 
1096,전라북도,기타지역특성화산업육성(탄소응용제품공공구매마케팅지원)(균특이양),400 
1097,전라북도,기타지역특성화산업육성(탄소산업활성화T2B지원)(균특이양),"1,000 "
1098,전라북도,중소기업제품판로개척,"1,000 "
1099,전라북도,수도권전라북도우수상품관개설,120 
1100,전라북도,중소기업제품공공구매확대,45 
1101,전라북도,전자상거래운영지원,45 
1102,전라북도,전통시장환경개선사업(균특이양),"2,864 "
1103,전라북도,전통시장문화행사지원,118 
1104,전라북도,창업지원기반조성,"2,163 "
1105,전라북도,창업보육센터활성화지원(국가직접),300 
1106,전라북도,창조경제혁신센터운영지원(국가직접),"1,736 "
1107,전라북도,전라북도선도기업육성(균특이양),"5,200 "
1108,전라북도,전라북도도약기업육성,"2,300 "
1109,전라북도,글로벌강소기업육성사업(국가직접),600 
1110,전라북도,중소기업경영개선컨설팅,72 
1111,전라북도,전북지역스타기업육성사업(국가직접),612 
1112,전라북도,전라북도돋움기업육성사업,"2,100 "
1113,전라북도,뿌리기업그린환경시스템구축지원,350 
1114,전라북도,소상공인창업경영개선,"1,246 "
1115,전라북도,전통시장마케팅지원,74 
1116,전라북도,전통시장장엔정장보기도우미지원,471 
1117,전라북도,시장경영지원사업(국가직접),24 
1118,전라북도,영세소상공인지원,"2,310 "
1119,전라북도,사업개발비지원사업(사회적기업),575 
1120,전라북도,협동조합지원,180 
1121,전라북도,사회보험료지원(사회적기업),726 
1122,전라북도,사회적기업자치단체특화사업(직접),151 
1123,전라북도,사회적기업자치단체특화사업,218 
1124,전라북도,중소기업환경개선사업,845 
1125,전라북도,전통공예산업육성,118 
1126,전라북도,지식재산창출지원사업(국가직접지원),"2,076 "
1127,전라북도,기술개발제품인증취득지원사업,100 
1128,전라북도,전북뿌리농기계기술고도화지원,500 
1129,전라북도,인문사회·예체능계열대학산학관커플링사업,"1,022 "
1130,전라북도,일자리창출및취업지원,"1,105 "
1131,전라북도,여성기업활성화지원,41 
1132,전라북도,전북중소기업역량강화지원,201 
1133,전라북도,중소기업공제사업기금대출사업이차보전,100 
1134,전라북도,경영안정화긴급자금지원,500 
1135,전라북도,식품위생업소시설개선융자사업,500 
1136,전라북도,국방산업육성지원사업,180 
1137,전라북도,장애인기업경영혁신프로그램운영,10 
1138,전라북도,전라북도디자인산업육성,457 
1139,전라북도,고부가가치식품사업화지원사업,20 
1140,전라북도,농수산식품수출바이어초청상담,40 
1141,전라북도,농수산식품해외시장개척지원,200 
1142,전라북도,농식품기업원료수급안정화지원,36 
1143,전라북도,농식품창업·성장지원사업,100 
1144,전라북도,마을기업고도화,702 
1145,전라북도,마을기업육성지원,486 
1146,전라북도,"마을기업지정(신규,재지정,예비)",432 
1147,전라북도,사회적경제기업제품판매지원,210 
1148,전라북도,사회적경제성장기업육성,250 
1149,전라북도,사회적경제지원,466 
1150,전라북도,사회적기업육성,46 
1151,전라북도,전북사회적경제기업제품디자인개발지원,100 
1152,전라북도,전통시장화재공제가입지원,59 
1153,전라북도,청년창업활성화지원(지역주도형청년일자리),"3,238 "
1154,전라북도,자동차부품경쟁력강화기술개발사업,"3,000 "
1155,전라북도,지역SW기업성장지원(지역SW산업진흥지원),537 
1156,전라북도,지역특성화산업육성(조선기자재사업다각화생태계구축),400 
1157,전라북도,기타지역특성화산업육성(산업·수송용탄소소재부품산업육성),600 
1158,전라북도,금융혁신벤처창업지원사업,500 
1159,전라북도,벤처·창업투자지원,"1,600 "
1160,전라북도,연구개발장비공동활용지원,150 
1161,전라북도,전북섬유공동브랜드운영및활성화지원,100 
1162,전라북도,굴뚝원격감시체계구축및운영,201 
1163,전라북도,사회적경제혁신성장지원사업(국가직접),324 
1164,전라북도,전통시장TV홍보(국가직접),420 
1165,전라북도,초기창업패키지(국가직접),360 
1166,전라북도,특성화시장육성사업(국가직접),140 
1167,전라북도,스마트공장보급·확산사업(국가직접지원),"3,611 "
1168,전라북도,중소기업육성기금조성,"15,200 "
1169,전라북도,일자리창출펀드조성참여(국가직접지원),900 
1170,전라북도,기타지역특성화산업육성(소기업혁신역량강화지원사업)(균특이양),"2,400 "
1171,전라북도,이공분야대학중점연구소지원(국가직접지원),30 
1172,전라북도,기타지역특성화산업육성(전북탄소기업국내외밸류체인구축지원)(균특이양),600 
1173,전라북도,기타지역특성화산업육성(수요맞춤형드론산업육성)(균특이양),600 
1174,전라북도,전기자동차전장부품기업기술개발지원사업,300 
1175,전라북도,자동차기업신시장창출지원사업(균특이양),"1,100 "
1176,전라북도,지역특성화산업전문인력양성(균특이양),"3,060 "
1177,전라북도,지역맞춤형일자리창출지원사업,"1,963 "
1178,전라북도,전라북도수출통합지원시스템구축및운영,"1,000 "
1179,전라북도,중소기업디자인역량강화지원(균특이양),"2,000 "
1180,전라북도,맞춤형입찰정보서비스지원,70 
1181,전라북도,뿌리산업생태계혁신성장지원사업(균특이양),"1,100 "
1182,전라북도,전라북도우수중소기업인상선정지원,230 
1183,전라북도,용산역전북비즈니스라운지운영,80 
1184,제주특별자치도,중소기업육성자금지원,"28,324 "
1185,제주특별자치도,골목상권경쟁력강화,"3,543 "
1186,제주특별자치도,위생시설개선자금융자지원,700 
1187,제주특별자치도,관광산업민간투자지원,"15,600 "
1188,제주특별자치도,기업기술지원,793 
1189,제주특별자치도,스마트그리드산업육성,279 
1190,제주특별자치도,제주전략산업기획단운영사업,"6,009 "
1191,제주특별자치도,융복합기술산업화지원,400 
1192,제주특별자치도,첨단제조기업생산인프라확충,90 
1193,제주특별자치도,지식재산창출지원,"1,260 "
1194,제주특별자치도,지역SW융합제품상용화지원사업,629 
1195,제주특별자치도,제주지역ICT신기술개발및고도화,120 
1196,제주특별자치도,일자리우수기업지원,186 
1197,제주특별자치도,청년취업지원,"4,038 "
1198,제주특별자치도,중장년취업지원,"2,097 "
1199,제주특별자치도,일자리정책지원,"1,347 "
1200,제주특별자치도,지역주도형청년일자리사업,"2,655 "
1201,제주특별자치도,통상수출지원,"2,238 "
1202,제주특별자치도,수출산업마케팅행사지원,105 
1203,제주특별자치도,지역산업마케팅지원,674 
1204,제주특별자치도,농산물수출물류비지원,"2,112 "
1205,제주특별자치도,중소기업제품판로지원,"1,104 "
1206,제주특별자치도,공동물류센터운영지원,452 
1207,제주특별자치도,지역SW성장지원사업,328 
1208,제주특별자치도,중소기업제품마케팅강화,314 
1209,제주특별자치도,지역경제활성화시책지원,"1,620 "
1210,제주특별자치도,창업활성화지원,889 
1211,제주특별자치도,수산산업창업투자지원사업,"1,350 "
1212,제주특별자치도,중소기업빅데이터활용지원,60 
1213,제주특별자치도,농촌자원복합산업화지원,"1,820 "
1214,제주특별자치도,기업경영지원,447 
1215,제주특별자치도,제주향토강소기업적극육성,340 
1216,제주특별자치도,사회적기업육성(특행),65 
1217,제주특별자치도,협동조합육성,19 
1218,제주특별자치도,물가관리및소비자보호,234 
1219,제주특별자치도,기업지방이전촉진,936 
1220,제주특별자치도,여성및장애인기업육성지원,286 
1221,제주특별자치도,사회적경제조직육성,"1,750 "
1222,제주특별자치도,관광산업육성,"1,985 "
1223,제주특별자치도,굴뚝원격감시체계구축,27 
1224,제주특별자치도,제주식품산업경쟁력강화,74 
1225,제주특별자치도,지역전략산업육성사업(기업지원서비스),"1,222 "
1226,제주특별자치도,소상공인지원,"1,129 "
1227,제주특별자치도,사회적기업육성(제주시),"3,453 "
1228,제주특별자치도,사회적기업사업개발(제주시),823 
1229,제주특별자치도,사회적기업사회보험료(제주시),232 
1230,제주특별자치도,사회적기업사업개발(서귀포시),320 
1231,제주특별자치도,사회적기업사회보험료(서귀포시),13 
1232,제주특별자치도,사회적기업재정지원사업(서귀포시),"1,223 "
1233,충청남도,식품위생업소시설개선,250 
1234,충청남도,중소기업수출기반구축,911 
1235,충청남도,지역산업마케팅지원(해외바이어발굴)(전환사업),300 
1236,충청남도,지역산업마케팅지원(해외시장개척),"2,775 "
1237,충청남도,농촌융복합산업육성,583 
1238,충청남도,농촌자원복합산업화지원(도)(전환사업),570 
1239,충청남도,농촌자원복합산업화지원(시군자본),"4,859 "
1240,충청남도,공예문화산업육성,46 
1241,충청남도,사업개발비지원사업(사회적기업),493 
1242,충청남도,사회적기업사회보험료지원사업,360 
1243,충청남도,사회적기업일자리창출사업,"4,580 "
1244,충청남도,지역산업육성지원,"1,230 "
1245,충청남도,충남디스플레이품질고도화및사업화지원사업,500 
1246,충청남도,가업승계준비기업지원,51 
1247,충청남도,기업애로해소지원,135 
1248,충청남도,기업활동지원,44 
1249,충청남도,벤처기업디자인개발지원,170 
1250,충청남도,벤처창업촉진공동마케팅지원,74 
1251,충청남도,소상공인육성지원,"41,167 "
1252,충청남도,소상공인지원,"10,038 "
1253,충청남도,시장경영혁신지원,40 
1254,충청남도,전통시장경영현대화지원,290 
1255,충청남도,전통시장시설현대화(시·군),110 
1256,충청남도,전통시장시설현대화지원(전환사업),"4,000 "
1257,충청남도,중소기업비즈니스콜라보(Collabo)사업,251 
1258,충청남도,중소기업유튜브동영상제작지원,176 
1259,충청남도,중소기업육성기금운용,"18,000 "
1260,충청남도,중소기업제품구매촉진및판로확대,148 
1261,충청남도,충남형챔피언기업육성사업,87 
1262,충청남도,충청권중소벤처기업박람회,140 
1263,충청남도,수산물해외시장개척지원,393 
1264,충청남도,ESS전지시스템기능안전성설계기술지원사업,315 
1265,충청남도,충남도-발전3사상생협력사업,500 
1266,충청남도,디스플레이업체의태양광통합유지관리부품장비기업육성사업(충남TP),285 
1267,충청남도,한국산업기술시험원-충남테크노파크기관협력기업지원사업,315 
1268,충청남도,고용우수기업지원,312 
1269,충청남도,충남국방벤처센터사업지원,400 
1270,충청남도,굴뚝자동측정기기설치·운영관리비지원,310 
1271,충청남도,소규모사업장방지시설설치지원,"4,650 "
1272,충청남도,영세배출사업장기술지도,36 
1273,충청남도,충남콘텐츠기업육성센터운영,"1,980 "
1274,충청남도,스마트공장구축지원,"1,340 "
1275,충청남도,지역지식재산창출·창업지원사업,"1,405 "
1276,충청남도,충남S/W융합산업육성사업,"2,480 "
1277,충청남도,기술거래촉진네트워크지원,230 
1278,충청남도,소형전기상용차부품기업육성,"1,040 "
1279,충청남도,수소연료전지차부품실용화및산업기반육성,"1,469 "
1280,충청남도,지역연고산업육성사업(국가직접사업),60 
1281,충청남도,지역특화(주력)산업육성지원,"4,166 "
1282,충청남도,1인창조기업비즈니스센터운영,10 
1283,충청남도,글로벌강소기업육성지원(국가직접지원),600 
1284,충청남도,전통시장경영현대화지원(국가직접지원),35 
1285,충청남도,전통시장홍보지원(국가직접지원),25 
1286,충청남도,창업보육센터및기업지원(국가직접지원),700 
1287,충청남도,충남창조경제혁신센터지원사업(국가직접지원),"1,000 "
1288,충청남도,TV홈쇼핑입점지원,147 
1289,충청북도,간판이아름다운시범거리조성,120 
1290,충청북도,e-기업사랑센터운영,114 
1291,충청북도,공공조달시장진출경쟁력강화지원,30 
1292,충청북도,기업애로지원센터운영,85 
1293,충청북도,기업정주여건개선사업추진,"2,000 "
1294,충청북도,기업체품질분임조활성화지원,27 
1295,충청북도,메인비즈(MainBiz)인증획득지원,10 
1296,충청북도,소상공인육성자금이차보전,"5,270 "
1297,충청북도,여성기업육성및지원,81 
1298,충청북도,우수전통시장선정지원,60 
1299,충청북도,장애인기업육성및지원,22 
1300,충청북도,전국전통시장박람회참가지원,16 
1301,충청북도,전통시장마케팅지원,60 
1302,충청북도,전통시장및상점가배송도우미운영지원,112 
1303,충청북도,전통시장시설현대화사업,"2,853 "
1304,충청북도,전통시장주차환경개선사업(건립),"8,278 "
1305,충청북도,전통시장화재공제가입지원,137 
1306,충청북도,전통시장활성화를위한특화사업발굴지원,60 
1307,충청북도,중소·벤처기업판로지원,45 
1308,충청북도,중소기업TV홈쇼핑지원사업,75 
1309,충청북도,중소기업공제사업이차보전,130 
1310,충청북도,중소기업기술지원단운영,30 
1311,충청북도,중소기업맞춤형품질경쟁력강화,20 
1312,충청북도,중소기업육성자금이차보전,"8,182 "
1313,충청북도,중소기업육성자금지원,"47,000 "
1314,충청북도,중소기업전시박람회참가지원,113 
1315,충청북도,중소기업협동조합활성화지원,97 
1316,충청북도,창업보육센터운영활성화,221 
1317,충청북도,충청권중소·벤처기업박람회개최,140 
1318,충청북도,충청북도대중소기업구매상담회,120 
1319,충청북도,무역통상사업(전환사업),"5,800 "
1320,충청북도,농식품수출물류비지원,780 
1321,충청북도,수출농식품포장재제작지원,96 
1322,충청북도,지자체수출전략상품육성지원,78 
1323,충청북도,농식품글로벌온라인마켓입점지원,30 
1324,충청북도,농식품해외마케팅지원,"1,060 "
1325,충청북도,굴뚝자동측정기기설치·운영관리비지원,212 
1326,충청북도,국내식품전시회참가지원,30 
1327,충청북도,수출농식품가공공장시설현대화,70 
1328,충청북도,식품소재및반가공산업육성,420 
1329,충청북도,지역우수전통주활성화지원,14 
1330,충청북도,농촌공동체회사우수사업지원,116 
1331,충청북도,마을기업육성사업,814 
1332,충청북도,사회적경제기업사업개발비지원사업,"1,067 "
1333,충청북도,사회적기업육성(일자리창출),"3,791 "
1334,충청북도,사회적기업활성화지원사업,133 
1335,충청북도,협동조합활성화추진,35 
1336,충청북도,고부가가치바이오산업연구개발사업육성,415 
1337,충청북도,바이오창업아카데미개설및운영,200 
1338,충청북도,의료기기산업육성,155 
1339,충청북도,이노비즈(Inno-Biz)인증획득지원사업,12 
1340,충청북도,코로나위기극복뿌리기술산업경쟁력강화지원,200 
1341,충청북도,충북중소기업B2B비즈니스매칭엑스포,30 
1342,충청북도,시설개선융자지원,300 
1343,충청북도,ICT벤처중소기업기술개발지원,200 
1344,충청북도,소기업형스마트공장구축지원,927 
1345,충청북도,중소기업스마트화역량강화지원,176 
1346,충청북도,스마트공장보급·확산사업,"1,489 "
1347,충청북도,지역SW기업성장지원,400 
1348,충청북도,솔라밸리조성,201 
1349,충청북도,솔라페스티벌,600 
1350,충청북도,충북태양광발전자금이차보전,386 
1351,충청북도,여성친화기업환경조성,20 
1352,충청북도,창업여성지원,50 
1353,충청북도,유기가공식품인증비용지원,13 
1354,충청북도,유기가공식품포장재지원,66 
1355,충청북도,고용우수기업지원사업,400 
1356,충청북도,청년창업지원,180 
1357,충청북도,청년행복일터지원,683 
1358,충청북도,농공단지조성,"1,161 "
1359,충청북도,수도권이전기업지원,"24,600 "
1360,충청북도,공공기관연관산업기업유치등지원사업,200 
1361,충청북도,뷰티산업육성기반구축,200 
1362,충청북도,한방·천연물연구개발강화,306 
1363,충청북도,화장품뷰티산업엑스포개최,"2,800 "
1364,충청북도,글로벌강소기업육성사업,518 
1365,충청북도,메이커스페이스구축·운영지원사업,50 
1366,충청북도,전통시장특성화추진,576 
1367,충청북도,지식재산창출지원및창업촉진,"1,880 "
1368,충청북도,창업도약패키지지원사업,105 
1369,충청북도,충북우수시장박람회개최,100 
1370,충청북도,충북창조경제혁신센터운영지원,"1,500 "
1371,충청북도,기술거래촉진네트워크사업,200 
1372,충청북도,지역주력산업육성사업,"3,905 "
1373,충청북도,ICT디바이스랩운영,160 
1374,충청북도,지역SW서비스사업화지원,492 
1375,충청북도,선도형시범공장확충지원,168 
1376,충청북도,지역SW품질역량센터운영관리,70 
1377,충청북도,도내투자기업지원,"4,400 "
1378,충청북도,공장설립관리정보망운영,48 
1379,충청북도,충청북도농공단지협의회운영지원,20 
1380,충청북도,중소기업온라인마케팅활성화지원,160 
1381,충청북도,농식품수출기업육성지원,290 
1382,충청북도,충북김치수출세계화지원사업,100 
1383,충청북도,사회적기업육성(사회보험료지원),316 
1384,충청북도,국제통상기반조성,72 
